order_id,customer_id,restaurant_name,city,order_datetime,delivery_time_minutes,order_amount,delivery_status
3475,4819,Sushi World,Bangalore,2024-02-11 08:10:00,,314.0,Late
3476,4002,Sushi World,Chennai,2024-04-07 22:34:00,85.0,1424.0,Late
3477,1362,Burger Town,Chennai,2024-06-08 21:38:00,62.0,198.0,Late
3478,4442,Taco Street,Delhi,2024-04-18 09:09:00,,1484.0,On Time
3479,1331,Biryani House,Chennai,2024-02-20 21:42:00,48.0,1212.0,Late
3480,3968,Taco Street,Bangalore,2024-03-25 10:09:00,23.0,313.0,On Time
3481,1707,Pasta Point,Hyderabad,2024-06-22 20:07:00,75.0,1367.0,Late
3482,4497,Biryani House,Hyderabad,2024-05-06 22:04:00,34.0,1241.0,On Time
3483,3891,Spicy Hub,Chennai,2024-01-21 18:22:00,,982.0,Late
3484,2478,Biryani House,Delhi,2024-02-13 12:33:00,26.0,1158.0,On Time
3485,3742,Burger Town,Hyderabad,2024-05-18 18:59:00,42.0,423.0,On Time
3486,1421,Pasta Point,Bangalore,2024-04-12 15:59:00,62.0,830.0,Late
3487,1762,Sushi World,Hyderabad,2024-03-08 22:46:00,88.0,1015.0,Late
3488,3783,Spicy Hub,Delhi,2024-05-08 13:31:00,89.0,1296.0,Late
3489,2194,Taco Street,Chennai,2024-04-01 10:15:00,21.0,889.0,On Time
3490,3757,Sushi World,Mumbai,2024-01-24 13:03:00,,652.0,On Time
3491,1248,Sushi World,Hyderabad,2024-05-04 14:53:00,33.0,1340.0,On Time
3492,3228,Spicy Hub,Bangalore,2024-05-20 13:59:00,68.0,765.0,Late
3493,4546,Curry Corner,Delhi,2024-04-20 17:27:00,74.0,838.0,Late
3494,1482,Burger Town,Hyderabad,2024-04-07 13:47:00,81.0,1201.0,Late
3495,2407,Pizza Palace,Mumbai,2024-05-18 08:43:00,48.0,293.0,Late
3496,3836,Taco Street,Chennai,2024-06-27 10:59:00,55.0,632.0,Late
3497,4475,Sushi World,Hyderabad,2024-01-17 14:13:00,45.0,1296.0,On Time
3498,4858,Taco Street,Delhi,2024-04-08 11:11:00,53.0,,Late
3499,4232,Burger Town,Hyderabad,2024-03-22 19:59:00,66.0,171.0,Late
3500,3295,Burger Town,Chennai,2024-04-13 11:20:00,61.0,485.0,Late
3501,1318,Spicy Hub,Delhi,2024-05-31 14:47:00,34.0,482.0,On Time
3502,4011,Spicy Hub,Mumbai,2024-01-19 16:15:00,66.0,1222.0,Late
3503,1699,Pasta Point,Bangalore,2024-06-13 21:53:00,85.0,433.0,Late
3504,1530,Spicy Hub,Chennai,2024-03-25 18:43:00,76.0,1409.0,Late
3505,4827,Burger Town,Hyderabad,2024-01-08 20:01:00,19.0,213.0,On Time
3506,2136,Spicy Hub,Mumbai,2024-01-28 20:22:00,71.0,1361.0,Late
3507,2947,Biryani House,Delhi,2024-01-05 22:55:00,18.0,1367.0,On Time
3508,4861,Pizza Palace,Delhi,2024-05-24 09:28:00,25.0,1199.0,On Time
3509,3610,Burger Town,Delhi,2024-04-10 16:45:00,33.0,1343.0,On Time
3510,2367,Spicy Hub,Hyderabad,2024-06-12 10:42:00,41.0,426.0,On Time
3511,1122,Pasta Point,Chennai,2024-04-27 13:08:00,43.0,,On Time
3512,1749,Sushi World,Mumbai,2024-05-26 11:53:00,32.0,346.0,On Time
3513,1318,Burger Town,Delhi,2024-03-04 08:06:00,51.0,173.0,Late
3514,2597,Curry Corner,Bangalore,2024-03-31 16:28:00,75.0,1428.0,Late
3515,4549,Curry Corner,Chennai,2024-04-26 18:43:00,,726.0,Late
3516,4484,Burger Town,Mumbai,2024-04-07 22:16:00,34.0,940.0,On Time
3517,1585,Burger Town,Mumbai,2024-01-11 13:08:00,84.0,741.0,Late
3518,3292,Curry Corner,Delhi,2024-02-23 15:05:00,63.0,157.0,Late
3519,1543,Sushi World,Bangalore,2024-06-21 22:43:00,,706.0,On Time
3520,2480,Sushi World,Delhi,2024-02-16 22:19:00,32.0,622.0,On Time
3521,3200,Sushi World,Chennai,2024-05-19 09:09:00,52.0,515.0,Late
3522,3703,Pizza Palace,Hyderabad,2024-05-28 14:08:00,36.0,1185.0,On Time
3523,1014,Taco Street,Chennai,2024-05-18 13:11:00,74.0,1245.0,Late
3524,2466,Taco Street,Bangalore,2024-01-05 09:32:00,80.0,1055.0,Late
3525,4375,Pasta Point,Hyderabad,2024-01-20 09:31:00,40.0,212.0,On Time
3526,4857,Pizza Palace,Mumbai,2024-06-17 11:33:00,78.0,1336.0,Late
3527,1244,Pasta Point,Delhi,2024-02-15 11:18:00,72.0,699.0,Late
3528,3838,Sushi World,Chennai,2024-01-12 10:32:00,17.0,,On Time
3529,3614,Curry Corner,Delhi,2024-03-10 15:47:00,44.0,1063.0,On Time
3530,3601,Pizza Palace,Chennai,2024-01-17 21:15:00,33.0,551.0,On Time
3531,1898,Spicy Hub,Delhi,2024-04-24 14:49:00,24.0,815.0,On Time
3532,2478,Taco Street,Hyderabad,2024-05-26 09:49:00,60.0,942.0,Late
3533,2382,Pizza Palace,Delhi,2024-06-02 10:22:00,33.0,1383.0,On Time
3534,1051,Curry Corner,Bangalore,2024-02-17 17:25:00,72.0,613.0,Late
3535,3058,Biryani House,Bangalore,2024-04-17 16:44:00,20.0,394.0,On Time
3536,1822,Biryani House,Delhi,2024-02-21 20:53:00,65.0,578.0,Late
3537,2623,Biryani House,Mumbai,2024-04-05 12:43:00,28.0,,On Time
3538,3274,Curry Corner,Bangalore,2024-03-10 09:40:00,72.0,1103.0,Late
3539,3161,Burger Town,Chennai,2024-04-11 10:36:00,22.0,,On Time
3540,4608,Curry Corner,Delhi,2024-03-15 15:08:00,,,On Time
3541,1603,Pasta Point,Delhi,2024-06-09 11:29:00,32.0,,On Time
3542,4158,Sushi World,Bangalore,2024-05-30 21:12:00,71.0,540.0,Late
3543,1592,Pasta Point,Mumbai,2024-05-22 09:47:00,49.0,827.0,Late
3544,2273,Biryani House,Chennai,2024-06-03 09:59:00,80.0,1286.0,Late
3545,2273,Biryani House,Bangalore,2024-06-27 13:41:00,70.0,1237.0,Late
3546,3984,Biryani House,Bangalore,2024-03-22 15:15:00,57.0,1458.0,Late
3547,4492,Biryani House,Hyderabad,2024-04-01 14:45:00,87.0,1260.0,Late
3548,3257,Curry Corner,Bangalore,2024-06-27 11:56:00,86.0,644.0,Late
3549,3998,Pizza Palace,Chennai,2024-06-23 09:01:00,22.0,,On Time
3550,4592,Pizza Palace,Hyderabad,2024-01-04 16:30:00,19.0,398.0,On Time
3551,2004,Pizza Palace,Mumbai,2024-05-14 11:59:00,27.0,1399.0,On Time
3552,3658,Curry Corner,Mumbai,2024-04-18 16:56:00,21.0,1356.0,On Time
3553,2571,Biryani House,Bangalore,2024-06-11 12:50:00,35.0,230.0,On Time
3554,4128,Biryani House,Chennai,2024-02-17 21:42:00,51.0,,Late
3555,4134,Sushi World,Mumbai,2024-03-13 19:18:00,59.0,1266.0,Late
3556,3385,Taco Street,Chennai,2024-03-12 22:59:00,,615.0,Late
3557,2811,Sushi World,Chennai,2024-04-25 19:10:00,62.0,636.0,Late
3558,1724,Burger Town,Hyderabad,2024-06-21 18:13:00,76.0,255.0,Late
3559,1814,Spicy Hub,Bangalore,2024-03-21 18:46:00,65.0,185.0,Late
3560,1531,Biryani House,Chennai,2024-03-21 21:24:00,18.0,845.0,On Time
3561,1758,Biryani House,Chennai,2024-04-22 14:06:00,70.0,298.0,Late
3562,1005,Sushi World,Chennai,2024-04-05 19:14:00,89.0,724.0,Late
3563,1584,Pasta Point,Bangalore,2024-03-12 12:29:00,48.0,535.0,Late
3564,1618,Biryani House,Hyderabad,2024-05-26 22:58:00,59.0,351.0,Late
3565,4676,Taco Street,Chennai,2024-03-03 09:30:00,30.0,804.0,On Time
3566,2534,Biryani House,Delhi,2024-02-07 13:23:00,23.0,595.0,On Time
3567,1796,Taco Street,Hyderabad,2024-03-07 14:54:00,30.0,1441.0,On Time
3568,2484,Pizza Palace,Bangalore,2024-03-09 21:24:00,45.0,408.0,On Time
3569,1355,Biryani House,Mumbai,2024-01-13 22:07:00,27.0,403.0,On Time
3570,3266,Burger Town,Chennai,2024-06-23 18:29:00,19.0,1438.0,On Time
3571,3414,Taco Street,Delhi,2024-01-31 20:35:00,61.0,579.0,Late
3572,1888,Sushi World,Mumbai,2024-04-23 13:49:00,53.0,863.0,Late
3573,1560,Sushi World,Mumbai,2024-01-22 20:13:00,32.0,1204.0,On Time
3574,1363,Pasta Point,Chennai,2024-04-02 21:28:00,34.0,1338.0,On Time
3575,2413,Biryani House,Chennai,2024-06-19 10:26:00,16.0,,On Time
3576,2318,Spicy Hub,Mumbai,2024-03-07 17:52:00,54.0,432.0,Late
3577,3552,Spicy Hub,Delhi,2024-02-23 15:49:00,44.0,1091.0,On Time
3578,2311,Spicy Hub,Hyderabad,2024-05-17 10:35:00,,,On Time
3579,3224,Sushi World,Chennai,2024-02-11 21:59:00,78.0,,Late
3580,2322,Taco Street,Chennai,2024-03-04 12:33:00,56.0,1267.0,Late
3581,2643,Pasta Point,Bangalore,2024-05-05 16:20:00,89.0,,Late
3582,2307,Sushi World,Chennai,2024-01-21 18:37:00,67.0,962.0,Late
3583,3860,Pizza Palace,Bangalore,2024-06-17 12:10:00,67.0,967.0,Late
3584,3624,Biryani House,Mumbai,2024-05-31 22:32:00,54.0,1435.0,Late
3585,3865,Curry Corner,Delhi,2024-02-04 14:14:00,30.0,290.0,On Time
3586,2077,Spicy Hub,Bangalore,2024-01-30 18:11:00,62.0,,Late
3587,3866,Pizza Palace,Bangalore,2024-02-26 21:23:00,75.0,929.0,Late
3588,2834,Pizza Palace,Hyderabad,2024-02-16 14:49:00,52.0,1436.0,Late
3589,2343,Taco Street,Mumbai,2024-06-11 12:36:00,58.0,803.0,Late
3590,3526,Burger Town,Bangalore,2024-01-19 09:10:00,29.0,1272.0,On Time
3591,4613,Pizza Palace,Bangalore,2024-04-23 12:55:00,75.0,452.0,Late
3592,4829,Spicy Hub,Mumbai,2024-01-08 14:52:00,21.0,1436.0,On Time
3593,1721,Curry Corner,Chennai,2024-01-26 14:18:00,44.0,700.0,On Time
3594,2244,Pasta Point,Delhi,2024-04-22 11:53:00,50.0,362.0,Late
3595,2705,Biryani House,Mumbai,2024-03-11 08:00:00,25.0,552.0,On Time
3596,2957,Pizza Palace,Hyderabad,2024-01-30 13:16:00,84.0,1456.0,Late
3597,2366,Pasta Point,Hyderabad,2024-05-14 20:39:00,43.0,,On Time
3598,4285,Sushi World,Delhi,2024-03-07 22:54:00,20.0,969.0,On Time
3599,2345,Sushi World,Hyderabad,2024-03-05 21:15:00,65.0,1169.0,Late
3600,1580,Pizza Palace,Mumbai,2024-02-05 10:25:00,52.0,589.0,Late
3601,1745,Spicy Hub,Chennai,2024-01-25 18:57:00,87.0,1059.0,Late
3602,2038,Taco Street,Hyderabad,2024-02-06 12:42:00,36.0,506.0,On Time
3603,2503,Taco Street,Mumbai,2024-01-01 11:58:00,68.0,257.0,Late
3604,1877,Curry Corner,Hyderabad,2024-05-22 22:50:00,54.0,289.0,Late
3605,1133,Curry Corner,Bangalore,2024-02-06 20:55:00,,392.0,On Time
3606,1717,Spicy Hub,Bangalore,2024-05-20 09:42:00,54.0,755.0,Late
3607,2047,Sushi World,Chennai,2024-05-15 19:14:00,38.0,491.0,On Time
3608,3424,Sushi World,Bangalore,2024-05-12 22:07:00,55.0,1138.0,Late
3609,4668,Taco Street,Bangalore,2024-05-07 14:29:00,65.0,373.0,Late
3610,4213,Pasta Point,Hyderabad,2024-05-06 21:13:00,53.0,1346.0,Late
3611,3699,Taco Street,Hyderabad,2024-01-01 12:32:00,57.0,865.0,Late
3612,2462,Burger Town,Delhi,2024-06-12 22:41:00,83.0,908.0,Late
3613,2347,Pizza Palace,Chennai,2024-02-04 21:06:00,73.0,1356.0,Late
3614,2145,Taco Street,Bangalore,2024-04-13 14:17:00,39.0,1172.0,On Time
3615,4371,Pizza Palace,Delhi,2024-01-23 16:11:00,39.0,1111.0,On Time
3616,2364,Biryani House,Hyderabad,2024-01-09 11:01:00,87.0,,Late
3617,4250,Taco Street,Delhi,2024-02-03 12:49:00,38.0,840.0,On Time
3618,2231,Pasta Point,Bangalore,2024-06-22 16:28:00,,1271.0,Late
3619,3001,Sushi World,Delhi,2024-05-07 20:20:00,57.0,1367.0,Late
3620,1165,Pizza Palace,Mumbai,2024-01-04 17:06:00,73.0,706.0,Late
3621,4112,Spicy Hub,Chennai,2024-06-06 18:51:00,68.0,533.0,Late
3622,4705,Biryani House,Bangalore,2024-04-11 21:26:00,40.0,573.0,On Time
3623,2579,Curry Corner,Mumbai,2024-03-15 20:11:00,68.0,539.0,Late
3624,2098,Taco Street,Delhi,2024-04-08 11:19:00,75.0,1096.0,Late
3625,2503,Burger Town,Bangalore,2024-03-12 12:56:00,89.0,1092.0,Late
3626,4419,Spicy Hub,Delhi,2024-01-03 20:13:00,58.0,1318.0,Late
3627,3319,Spicy Hub,Chennai,2024-05-21 12:09:00,23.0,1068.0,On Time
3628,3017,Biryani House,Chennai,2024-06-21 15:40:00,56.0,701.0,Late
3629,4037,Spicy Hub,Hyderabad,2024-02-03 22:22:00,43.0,570.0,On Time
3630,3213,Pizza Palace,Mumbai,2024-02-14 20:29:00,72.0,1258.0,Late
3631,1761,Biryani House,Chennai,2024-03-01 22:46:00,77.0,847.0,Late
3632,2109,Curry Corner,Mumbai,2024-03-23 11:57:00,63.0,1066.0,Late
3633,4972,Pasta Point,Delhi,2024-05-02 11:30:00,25.0,1072.0,On Time
3634,1648,Biryani House,Mumbai,2024-04-11 20:51:00,68.0,1056.0,Late
3635,3892,Pasta Point,Bangalore,2024-01-16 14:55:00,44.0,1201.0,On Time
3636,1550,Burger Town,Hyderabad,2024-03-06 18:09:00,80.0,1001.0,Late
3637,1598,Sushi World,Mumbai,2024-06-16 12:18:00,79.0,324.0,Late
3638,3202,Spicy Hub,Mumbai,2024-05-24 13:18:00,72.0,1410.0,Late
3639,4743,Spicy Hub,Chennai,2024-04-28 13:43:00,71.0,,Late
3640,2599,Pasta Point,Bangalore,2024-06-10 19:22:00,51.0,1283.0,Late
3641,4294,Spicy Hub,Chennai,2024-05-03 13:58:00,68.0,635.0,Late
3642,1416,Sushi World,Mumbai,2024-05-23 21:43:00,87.0,1362.0,Late
3643,4433,Pasta Point,Delhi,2024-04-11 17:40:00,83.0,1447.0,Late
3644,4417,Taco Street,Chennai,2024-03-06 12:58:00,38.0,754.0,On Time
3645,4217,Pizza Palace,Chennai,2024-01-13 20:31:00,77.0,394.0,Late
3646,2739,Pizza Palace,Bangalore,2024-04-20 20:19:00,65.0,662.0,Late
3647,3114,Curry Corner,Chennai,2024-06-07 12:03:00,29.0,184.0,On Time
3648,3564,Pizza Palace,Chennai,2024-02-03 16:32:00,61.0,410.0,Late
3649,2082,Pizza Palace,Hyderabad,2024-02-08 20:47:00,87.0,1435.0,Late
3650,2006,Burger Town,Mumbai,2024-05-15 15:00:00,60.0,1233.0,Late
3651,1587,Biryani House,Bangalore,2024-04-29 22:12:00,,249.0,On Time
3652,1771,Burger Town,Chennai,2024-05-05 11:02:00,34.0,1409.0,On Time
3653,3807,Pasta Point,Mumbai,2024-02-24 14:11:00,71.0,821.0,Late
3654,4087,Pizza Palace,Bangalore,2024-01-27 15:28:00,63.0,1428.0,Late
3655,4658,Burger Town,Chennai,2024-04-27 19:54:00,70.0,898.0,Late
3656,4939,Taco Street,Delhi,2024-02-22 16:30:00,70.0,756.0,Late
3657,4557,Curry Corner,Hyderabad,2024-02-08 12:40:00,39.0,189.0,On Time
3658,2912,Pizza Palace,Bangalore,2024-03-05 10:35:00,23.0,1410.0,On Time
3659,3223,Biryani House,Delhi,2024-05-24 22:01:00,36.0,1409.0,On Time
3660,1321,Burger Town,Bangalore,2024-06-06 20:21:00,51.0,959.0,Late
3661,2484,Sushi World,Bangalore,2024-01-13 11:21:00,42.0,223.0,On Time
3662,3183,Biryani House,Hyderabad,2024-01-21 22:40:00,28.0,884.0,On Time
3663,3475,Burger Town,Delhi,2024-05-26 17:30:00,44.0,1053.0,On Time
3664,4860,Burger Town,Chennai,2024-02-22 13:51:00,53.0,1008.0,Late
3665,2817,Pasta Point,Mumbai,2024-01-19 17:55:00,71.0,178.0,Late
3666,3021,Sushi World,Delhi,2024-02-26 18:44:00,19.0,995.0,On Time
3667,1930,Curry Corner,Bangalore,2024-01-25 12:13:00,26.0,1196.0,On Time
3668,3958,Sushi World,Delhi,2024-01-31 16:28:00,49.0,665.0,Late
3669,1679,Curry Corner,Mumbai,2024-03-21 20:34:00,55.0,393.0,Late
3670,4613,Taco Street,Delhi,2024-01-23 18:49:00,77.0,695.0,Late
3671,3369,Pasta Point,Mumbai,2024-02-01 18:08:00,56.0,766.0,Late
3672,2359,Sushi World,Hyderabad,2024-03-14 21:46:00,79.0,176.0,Late
3673,1780,Curry Corner,Bangalore,2024-01-10 10:53:00,79.0,1256.0,Late
3674,2536,Curry Corner,Chennai,2024-02-23 09:31:00,57.0,308.0,Late
3675,1170,Spicy Hub,Delhi,2024-02-21 13:58:00,74.0,816.0,Late
3676,1923,Pasta Point,Hyderabad,2024-05-27 20:55:00,34.0,1344.0,On Time
3677,1128,Spicy Hub,Delhi,2024-06-08 14:26:00,77.0,1105.0,Late
3678,3727,Burger Town,Hyderabad,2024-04-23 12:09:00,38.0,954.0,On Time
3679,2441,Sushi World,Mumbai,2024-01-14 08:24:00,89.0,782.0,Late
3680,1396,Curry Corner,Hyderabad,2024-06-26 10:48:00,86.0,344.0,Late
3681,3108,Spicy Hub,Mumbai,2024-06-04 10:44:00,49.0,1404.0,Late
3682,4188,Burger Town,Hyderabad,2024-04-19 19:32:00,55.0,795.0,Late
3683,2857,Burger Town,Delhi,2024-02-22 21:10:00,30.0,1304.0,On Time
3684,2658,Biryani House,Chennai,2024-05-31 11:36:00,20.0,,On Time
3685,2795,Burger Town,Bangalore,2024-03-19 21:08:00,34.0,649.0,On Time
3686,3520,Biryani House,Chennai,2024-01-22 17:06:00,70.0,610.0,Late
3687,3785,Biryani House,Hyderabad,2024-01-30 13:06:00,89.0,1056.0,Late
3688,1396,Spicy Hub,Mumbai,2024-01-04 12:33:00,22.0,176.0,On Time
3689,1803,Taco Street,Delhi,2024-02-28 08:18:00,20.0,394.0,On Time
3690,4935,Pizza Palace,Bangalore,2024-01-08 22:19:00,22.0,279.0,On Time
3691,4004,Pasta Point,Bangalore,2024-01-12 13:49:00,76.0,1493.0,Late
3692,4769,Pasta Point,Delhi,2024-04-28 21:41:00,28.0,1405.0,On Time
3693,4668,Taco Street,Hyderabad,2024-06-07 21:24:00,17.0,,On Time
3694,4289,Biryani House,Bangalore,2024-02-03 16:04:00,16.0,716.0,On Time
3695,1654,Taco Street,Delhi,2024-03-22 18:47:00,36.0,1412.0,On Time
3696,4548,Biryani House,Hyderabad,2024-04-07 08:28:00,84.0,671.0,Late
3697,3649,Biryani House,Delhi,2024-05-06 15:54:00,85.0,,Late
3698,2876,Burger Town,Bangalore,2024-03-15 15:26:00,20.0,440.0,On Time
3699,1267,Pasta Point,Chennai,2024-04-14 10:24:00,64.0,795.0,Late
3700,3123,Pasta Point,Bangalore,2024-02-18 22:36:00,58.0,1140.0,Late
3701,2092,Pizza Palace,Bangalore,2024-03-19 20:14:00,22.0,916.0,On Time
3702,2468,Pizza Palace,Chennai,2024-04-02 16:53:00,,331.0,On Time
3703,2321,Pizza Palace,Hyderabad,2024-06-02 18:47:00,41.0,883.0,On Time
3704,2497,Biryani House,Delhi,2024-01-18 20:03:00,67.0,1155.0,Late
3705,4231,Burger Town,Hyderabad,2024-04-05 20:13:00,65.0,984.0,Late
3706,1897,Curry Corner,Hyderabad,2024-02-07 18:55:00,42.0,231.0,On Time
3707,4079,Pizza Palace,Delhi,2024-03-27 15:48:00,73.0,781.0,Late
3708,2754,Spicy Hub,Hyderabad,2024-03-28 10:16:00,83.0,209.0,Late
3709,2508,Spicy Hub,Mumbai,2024-02-19 17:20:00,87.0,931.0,Late
3710,1821,Pizza Palace,Bangalore,2024-01-08 12:15:00,39.0,933.0,On Time
3711,4975,Pizza Palace,Mumbai,2024-06-17 10:25:00,58.0,1456.0,Late
3712,3135,Pizza Palace,Delhi,2024-05-13 12:08:00,61.0,570.0,Late
3713,2164,Pasta Point,Chennai,2024-03-09 16:01:00,27.0,1142.0,On Time
3714,2564,Spicy Hub,Chennai,2024-06-20 22:42:00,67.0,1234.0,Late
3715,3572,Sushi World,Delhi,2024-04-30 19:14:00,67.0,942.0,Late
3716,1825,Curry Corner,Delhi,2024-03-04 11:34:00,51.0,1351.0,Late
3717,1574,Sushi World,Hyderabad,2024-06-05 13:23:00,77.0,719.0,Late
3718,2366,Spicy Hub,Bangalore,2024-06-04 10:47:00,80.0,739.0,Late
3719,1686,Spicy Hub,Mumbai,2024-05-18 10:52:00,54.0,570.0,Late
3720,1974,Burger Town,Delhi,2024-04-30 12:50:00,75.0,282.0,Late
3721,4287,Sushi World,Chennai,2024-03-05 15:53:00,20.0,971.0,On Time
3722,1505,Pizza Palace,Bangalore,2024-04-16 21:37:00,39.0,1183.0,On Time
3723,2770,Taco Street,Bangalore,2024-05-26 15:13:00,,1438.0,Late
3724,4670,Pasta Point,Hyderabad,2024-05-16 10:36:00,45.0,1462.0,On Time
3725,1073,Pizza Palace,Chennai,2024-06-03 15:36:00,77.0,1243.0,Late
3726,1805,Spicy Hub,Bangalore,2024-06-10 20:05:00,82.0,1230.0,Late
3727,1580,Burger Town,Chennai,2024-06-20 18:17:00,53.0,687.0,Late
3728,4140,Sushi World,Mumbai,2024-04-09 20:21:00,50.0,828.0,Late
3729,1222,Burger Town,Chennai,2024-03-22 15:17:00,21.0,321.0,On Time
3730,1896,Curry Corner,Bangalore,2024-05-22 10:50:00,80.0,469.0,Late
3731,3433,Burger Town,Chennai,2024-02-20 17:01:00,69.0,581.0,Late
3732,4952,Curry Corner,Chennai,2024-05-20 22:31:00,86.0,1368.0,Late
3733,4356,Pasta Point,Chennai,2024-03-23 20:16:00,56.0,1221.0,Late
3734,3169,Sushi World,Bangalore,2024-06-25 22:59:00,41.0,323.0,On Time
3735,2798,Biryani House,Mumbai,2024-04-21 17:00:00,16.0,501.0,On Time
3736,1732,Pizza Palace,Chennai,2024-02-25 09:08:00,84.0,1135.0,Late
3737,2464,Curry Corner,Mumbai,2024-06-27 17:12:00,18.0,547.0,On Time
3738,1822,Pizza Palace,Bangalore,2024-06-13 09:35:00,35.0,914.0,On Time
3739,1456,Pasta Point,Delhi,2024-05-24 16:36:00,15.0,872.0,On Time
3740,3211,Pasta Point,Chennai,2024-06-05 14:57:00,,409.0,Late
3741,4334,Burger Town,Mumbai,2024-06-09 13:29:00,74.0,801.0,Late
3742,3139,Burger Town,Chennai,2024-02-29 14:30:00,28.0,1144.0,On Time
3743,4849,Biryani House,Hyderabad,2024-04-29 15:22:00,31.0,523.0,On Time
3744,3383,Pasta Point,Hyderabad,2024-05-17 19:49:00,87.0,1413.0,Late
3745,1585,Sushi World,Bangalore,2024-06-23 08:27:00,61.0,792.0,Late
3746,3982,Pizza Palace,Mumbai,2024-01-23 15:58:00,70.0,,Late
3747,1313,Sushi World,Mumbai,2024-05-28 10:09:00,67.0,786.0,Late
3748,3649,Biryani House,Chennai,2024-01-13 10:24:00,32.0,447.0,On Time
3749,2889,Curry Corner,Hyderabad,2024-04-10 13:59:00,83.0,1422.0,Late
3750,1993,Burger Town,Chennai,2024-06-09 11:35:00,62.0,613.0,Late
3751,4879,Burger Town,Chennai,2024-01-24 11:25:00,23.0,,On Time
3752,3957,Burger Town,Bangalore,2024-04-17 11:25:00,68.0,1320.0,Late
3753,2489,Taco Street,Delhi,2024-01-11 17:44:00,,305.0,Late
3754,2664,Burger Town,Bangalore,2024-01-17 16:12:00,60.0,1467.0,Late
3755,4472,Pasta Point,Bangalore,2024-06-23 15:16:00,15.0,266.0,On Time
3756,3608,Burger Town,Bangalore,2024-01-25 10:39:00,,259.0,Late
3757,4669,Curry Corner,Chennai,2024-04-03 08:03:00,87.0,1062.0,Late
3758,3532,Biryani House,Chennai,2024-01-21 08:22:00,46.0,762.0,Late
3759,1655,Curry Corner,Chennai,2024-03-24 08:34:00,54.0,1292.0,Late
3760,4718,Pasta Point,Chennai,2024-05-19 11:10:00,25.0,865.0,On Time
3761,4982,Sushi World,Hyderabad,2024-02-06 21:11:00,76.0,203.0,Late
3762,3674,Spicy Hub,Mumbai,2024-02-11 13:08:00,60.0,689.0,Late
3763,4348,Burger Town,Hyderabad,2024-05-24 11:14:00,62.0,389.0,Late
3764,3113,Burger Town,Mumbai,2024-04-10 18:44:00,57.0,405.0,Late
3765,4770,Spicy Hub,Chennai,2024-02-17 18:36:00,65.0,1329.0,Late
3766,2880,Biryani House,Hyderabad,2024-04-12 10:04:00,75.0,,Late
3767,1200,Sushi World,Mumbai,2024-01-28 15:18:00,56.0,403.0,Late
3768,3515,Curry Corner,Delhi,2024-02-10 21:10:00,40.0,248.0,On Time
3769,1433,Burger Town,Bangalore,2024-04-08 15:08:00,25.0,868.0,On Time
3770,1137,Sushi World,Mumbai,2024-02-16 13:34:00,39.0,838.0,On Time
3771,4063,Spicy Hub,Hyderabad,2024-05-25 16:49:00,54.0,1093.0,Late
3772,2075,Curry Corner,Hyderabad,2024-04-14 19:26:00,39.0,529.0,On Time
3773,2748,Curry Corner,Delhi,2024-05-03 17:12:00,89.0,1400.0,Late
3774,2475,Sushi World,Mumbai,2024-01-13 08:56:00,88.0,,Late
3775,2181,Pizza Palace,Bangalore,2024-05-20 20:59:00,66.0,723.0,Late
3776,3849,Pizza Palace,Hyderabad,2024-04-09 15:11:00,17.0,566.0,On Time
3777,1861,Taco Street,Chennai,2024-01-31 13:08:00,53.0,641.0,Late
3778,2229,Taco Street,Chennai,2024-05-09 08:41:00,49.0,319.0,Late
3779,4413,Pizza Palace,Mumbai,2024-01-16 11:27:00,54.0,748.0,Late
3780,4904,Pasta Point,Delhi,2024-05-16 12:12:00,36.0,688.0,On Time
3781,2339,Spicy Hub,Bangalore,2024-03-13 14:19:00,76.0,379.0,Late
3782,1135,Pizza Palace,Mumbai,2024-06-14 15:51:00,,157.0,On Time
3783,4146,Sushi World,Mumbai,2024-02-23 16:12:00,28.0,339.0,On Time
3784,1448,Curry Corner,Bangalore,2024-04-09 19:26:00,64.0,521.0,Late
3785,1068,Sushi World,Hyderabad,2024-04-18 19:25:00,76.0,1083.0,Late
3786,4000,Biryani House,Chennai,2024-03-27 13:28:00,57.0,1032.0,Late
3787,1812,Sushi World,Hyderabad,2024-06-21 17:28:00,69.0,1177.0,Late
3788,4632,Burger Town,Delhi,2024-06-10 16:21:00,54.0,1227.0,Late
3789,4273,Biryani House,Bangalore,2024-05-16 11:08:00,26.0,1349.0,On Time
3790,2014,Spicy Hub,Hyderabad,2024-01-08 15:23:00,79.0,602.0,Late
3791,4645,Curry Corner,Mumbai,2024-01-07 10:41:00,48.0,295.0,Late
3792,2190,Burger Town,Mumbai,2024-02-05 11:18:00,37.0,1422.0,On Time
3793,2740,Pasta Point,Delhi,2024-01-18 17:37:00,85.0,1090.0,Late
3794,4732,Spicy Hub,Delhi,2024-01-03 11:30:00,21.0,935.0,On Time
3795,3019,Curry Corner,Bangalore,2024-01-28 13:38:00,79.0,1053.0,Late
3796,4192,Biryani House,Hyderabad,2024-03-10 22:14:00,32.0,1202.0,On Time
3797,4892,Biryani House,Mumbai,2024-06-20 16:53:00,22.0,1322.0,On Time
3798,2964,Burger Town,Bangalore,2024-05-28 13:31:00,56.0,971.0,Late
3799,1096,Taco Street,Bangalore,2024-01-28 08:50:00,15.0,1367.0,On Time
